1543851371;62.53.11.125;193.178.185.64;20.5663;18.2864;-2.2799
1543851671;62.53.11.125;193.178.185.64;19.7925;18.7248;-1.0677
1543851970;62.53.11.127;193.178.185.64;19.5158;18.9780;-0.5378
1543852270;62.53.11.127;193.178.185.64;19.5453;18.6633;-0.8820
1543852570;62.53.11.127;193.178.185.64;19.9563;18.7147;-1.2416
1543852870;62.53.11.125;193.178.185.64;23.9527;18.4786;-5.4741
1543993852;62.53.11.125;193.178.185.64;19.6868;18.5060;-1.1808
1543994151;62.53.11.127;193.178.185.64;19.3434;19.6769;0.3334
1543994452;62.53.11.127;193.178.185.64;19.7816;18.3137;-1.4679
1543994752;62.53.11.127;193.178.185.64;19.7842;18.5244;-1.2598
1543995051;62.53.11.127;193.178.185.64;19.5311;18.6756;-0.8555
1543995351;62.53.11.125;193.178.185.64;19.2102;18.2849;-0.9253
1543995651;62.53.11.127;193.178.185.64;19.3765;18.4841;-0.8923
1543995951;62.53.11.127;193.178.185.64;19.4219;18.5566;-0.8653
1543996251;62.53.11.127;193.178.185.64;19.9862;18.5248;-1.4614
1543996551;62.53.11.125;193.178.185.64;19.2231;18.3220;-0.9011
1543996851;62.53.11.127;193.178.185.64;19.1516;21.2167;2.0651
1543997151;62.53.11.127;193.178.185.64;21.0973;18.4880;-2.6094
1543997452;62.53.11.127;193.178.185.64;19.8264;18.3429;-1.4835
1543997751;62.53.11.127;193.178.185.64;19.6069;18.4967;-1.1102
1543998051;62.53.11.125;193.178.185.64;19.3822;19.0115;-0.3707
1543998351;62.53.11.127;193.178.185.64;19.6240;18.5296;-1.0944
1543998651;62.53.11.127;193.178.185.64;19.5701;18.4994;-1.0707
1543998951;62.53.11.125;193.178.185.64;19.3791;18.5533;-0.8257
1543999251;62.53.11.127;193.178.185.64;19.5417;18.5427;-0.9990
1543999551;62.53.11.127;193.178.185.64;19.4242;18.5316;-0.8925
1543999851;62.53.11.127;193.178.185.64;18.9169;18.4939;-0.4230
1544000151;62.53.11.125;193.178.185.64;19.1370;18.6928;-0.4442
1544000451;62.53.11.127;193.178.185.64;19.7402;18.9926;-0.7476
1544000751;62.53.11.127;193.178.185.64;19.8355;18.7664;-1.0692
1544001051;62.53.11.125;193.178.185.64;19.5858;43.5580;23.9722
1544001351;62.53.11.125;193.178.185.64;19.3874;18.2893;-1.0981
1544001651;62.53.11.127;193.178.185.64;19.4011;18.5263;-0.8748
1544001951;62.53.11.127;193.178.185.64;19.3536;84.0863;64.7327
1544002252;62.53.11.125;193.178.185.64;19.0666;18.6982;-0.3684
1544002551;62.53.11.125;193.178.185.64;20.7301;18.1935;-2.5366
1544002851;62.53.11.125;193.178.185.64;19.1463;18.5345;-0.6118
1544003151;62.53.11.127;193.178.185.64;20.9550;18.4471;-2.5080
1544003451;62.53.11.125;193.178.185.64;19.1553;19.6469;0.4916
1544003751;62.53.11.127;193.178.185.64;19.8591;18.5395;-1.3195
1544004052;62.53.11.125;193.178.185.64;19.1927;18.4355;-0.7571
1544004351;62.53.11.127;193.178.185.64;19.0430;18.5451;-0.4979
1544004655;62.53.11.125;193.178.185.64;19.1051;18.3371;-0.7680
1544004951;62.53.11.125;193.178.185.64;19.6310;18.4805;-1.1505
1544005252;62.53.11.125;193.178.185.64;19.5628;18.4589;-1.1040
1544005551;62.53.11.127;193.178.185.64;19.3782;18.5307;-0.8474
1544005851;62.53.11.127;193.178.185.64;19.3479;18.4802;-0.8678
1544006152;62.53.11.125;193.178.185.64;19.3542;18.9921;-0.3621
1544006451;62.53.11.125;193.178.185.64;19.7607;22.5215;2.7608
1544006751;62.53.11.125;193.178.185.64;22.7694;18.4924;-4.2770
1544007052;62.53.11.125;193.178.185.64;19.8737;18.7588;-1.1149
1544007351;62.53.11.125;193.178.185.64;19.1439;18.3027;-0.8412
1544007651;62.53.11.127;193.178.185.64;24.8338;18.2819;-6.5519
1544007951;62.53.11.125;193.178.185.64;19.3664;18.5205;-0.8458
1544008251;62.53.11.125;193.178.185.64;19.3547;18.7454;-0.6093
1544008551;62.53.11.127;193.178.185.64;19.5567;18.4173;-1.1394
1544008851;62.53.11.127;193.178.185.64;19.6622;18.5208;-1.1414
1544009151;62.53.11.127;193.178.185.64;19.3528;18.2603;-1.0925
1544009451;62.53.11.125;193.178.185.64;19.2635;18.4515;-0.8121
1544009751;62.53.11.125;193.178.185.64;18.8695;20.8032;1.9336
1544010051;62.53.11.125;193.178.185.64;19.1490;18.2668;-0.8822
1544010352;62.53.11.127;193.178.185.64;19.3689;18.5482;-0.8206
1544010651;62.53.11.125;193.178.185.64;19.0485;18.4937;-0.5549
1544010951;62.53.11.125;193.178.185.64;19.4297;19.1773;-0.2524
1544011252;62.53.11.125;193.178.185.64;19.3901;18.3773;-1.0127
1544011551;62.53.11.127;193.178.185.64;19.7783;18.5186;-1.2597
1544011854;62.53.11.127;193.178.185.64;20.2981;18.5134;-1.7847
1544012151;62.53.11.127;193.178.185.64;19.6760;19.9423;0.2663
1544012451;62.53.11.127;193.178.185.64;19.5712;25.1938;5.6226
1544012751;62.53.11.127;193.178.185.64;19.3387;18.3286;-1.0101
1544013051;62.53.11.127;193.178.185.64;19.6075;18.3370;-1.2705
1544013351;62.53.11.127;193.178.185.64;20.2992;18.5308;-1.7684
1544013652;62.53.11.125;193.178.185.64;18.9155;18.4403;-0.4752
1544013951;62.53.11.125;193.178.185.64;19.6058;62.4584;42.8525
1544014252;62.53.11.125;193.178.185.64;19.4116;18.6149;-0.7966
1544014552;62.53.11.125;193.178.185.64;20.3357;17.9822;-2.3535
1544014851;62.53.11.125;193.178.185.64;19.3842;18.5084;-0.8757
1544015151;62.53.11.125;193.178.185.64;19.7120;20.2840;0.5720
1544015452;62.53.11.127;193.178.185.64;19.5191;18.4633;-1.0558
1544015752;62.53.11.127;193.178.185.64;19.1331;18.9416;-0.1915
1544016052;62.53.11.125;193.178.185.64;19.0555;18.5079;-0.5476
1544016351;62.53.11.125;193.178.185.64;19.4499;18.5812;-0.8687
1544016652;62.53.11.127;193.178.185.64;19.5979;18.2865;-1.3114
1544016951;62.53.11.127;193.178.185.64;19.7637;18.7739;-0.9898
1544017251;62.53.11.125;193.178.185.64;19.4078;18.5540;-0.8537
1544017551;62.53.11.127;193.178.185.64;19.6206;21.2181;1.5975
1544017851;62.53.11.125;193.178.185.64;19.0653;18.4790;-0.5863
1544018151;62.53.11.125;193.178.185.64;19.3738;23.9839;4.6101
1544018451;62.53.11.127;193.178.185.64;19.3172;18.2384;-1.0788
1544018752;62.53.11.125;193.178.185.64;19.6164;19.2415;-0.3749
1544019051;62.53.11.125;193.178.185.64;19.2582;19.3896;0.1314
1544019351;62.53.11.125;193.178.185.64;19.5858;18.5281;-1.0577
1544019651;62.53.11.127;193.178.185.64;19.1080;18.5539;-0.5541
1544019952;62.53.11.125;193.178.185.64;19.3480;18.7377;-0.6104
1544020252;62.53.11.125;193.178.185.64;19.3474;18.8545;-0.4929
1544020551;62.53.11.127;193.178.185.64;19.3790;19.4578;0.0788
1544020851;62.53.11.125;193.178.185.64;19.4865;19.2494;-0.2370
1544021151;62.53.11.127;193.178.185.64;18.8939;18.4263;-0.4675
1544021451;62.53.11.127;193.178.185.64;19.5878;18.9473;-0.6405
1544021752;62.53.11.125;193.178.185.64;19.2081;22.2001;2.9921
