1543851375;62.53.0.29;62.53.13.223;21.0999;24.4538;3.3538
1543851672;62.53.0.27;62.53.13.223;20.6701;29.2419;8.5718
1543851971;62.53.0.11;62.53.13.221;25.4946;24.2058;-1.2888
1543852271;62.53.0.13;62.53.13.221;25.4345;24.3995;-1.0350
1543852571;62.53.0.13;62.53.13.223;30.1734;23.9104;-6.2630
1543993856;62.53.2.57;77.67.122.17;17.2039;16.2107;-0.9932
1543994152;62.53.2.57;77.67.122.17;17.4180;15.7648;-1.6532
1543994453;62.53.2.57;77.67.122.17;17.7250;16.6951;-1.0299
1543994753;62.53.2.57;77.67.122.17;18.5061;16.6843;-1.8218
1543995052;62.53.2.57;77.67.122.17;20.6128;16.7361;-3.8767
1543995353;62.53.2.57;77.67.122.17;17.4718;16.0329;-1.4389
1543995652;62.53.2.57;77.67.122.17;17.4707;15.9706;-1.5000
1543995954;62.53.2.57;77.67.122.17;16.8842;16.2191;-0.6651
1543996252;62.53.2.57;77.67.122.17;17.1795;16.4558;-0.7237
1543996552;62.53.2.57;77.67.122.17;17.1910;17.1455;-0.0455
1543996852;62.53.2.57;77.67.122.17;17.2091;16.1287;-1.0804
1543997152;62.53.2.57;77.67.122.17;17.0726;16.0287;-1.0439
1543997453;62.53.2.57;77.67.122.17;16.8407;38.7368;21.8961
1543997752;62.53.2.57;77.67.122.17;17.6690;15.9665;-1.7025
1543998052;62.53.2.57;77.67.122.17;17.6937;16.2685;-1.4251
1543998353;62.53.2.57;77.67.122.17;17.2688;15.8402;-1.4286
1543998652;62.53.2.57;77.67.122.17;17.5215;16.4198;-1.1017
1543998952;62.53.2.57;77.67.122.17;17.2968;16.6539;-0.6430
1543999252;62.53.2.57;77.67.122.17;17.2281;16.1581;-1.0700
1543999552;62.53.2.57;77.67.122.17;17.2906;16.3903;-0.9003
1543999852;62.53.2.57;77.67.122.17;17.5246;16.2787;-1.2459
1544000152;62.53.2.57;77.67.122.17;17.7401;16.4550;-1.2851
1544000452;62.53.2.57;77.67.122.17;17.2685;16.6705;-0.5980
1544000752;62.53.2.57;77.67.122.17;17.9494;16.0045;-1.9449
1544001052;62.53.2.57;77.67.122.17;17.3419;15.9292;-1.4128
1544001352;62.53.2.57;77.67.122.17;17.3316;16.6698;-0.6618
1544001653;62.53.2.57;77.67.122.17;17.5499;16.2035;-1.3463
1544001952;62.53.2.57;77.67.122.17;17.2150;15.7179;-1.4970
1544002253;62.53.2.57;77.67.122.17;17.3186;15.9305;-1.3880
1544002552;62.53.2.57;77.67.122.17;17.7884;16.5187;-1.2698
1544002852;62.53.2.57;77.67.122.17;18.4484;16.2377;-2.2108
1544003152;62.53.2.57;77.67.122.17;17.5807;20.1623;2.5817
1544003452;62.53.2.57;77.67.122.17;17.2536;16.4005;-0.8531
1544003752;62.53.2.57;77.67.122.17;17.3213;16.0095;-1.3118
1544004054;62.53.2.57;77.67.122.17;17.3309;15.7704;-1.5604
1544004352;62.53.2.57;77.67.122.17;17.5192;16.1942;-1.3249
1544004657;62.53.2.57;77.67.122.17;17.5129;16.3610;-1.1519
1544004952;62.53.2.57;77.67.122.17;17.8075;16.7199;-1.0876
1544005253;62.53.2.57;77.67.122.17;16.8948;16.0267;-0.8681
1544005552;62.53.2.57;77.67.122.17;17.8000;16.2410;-1.5591
